guid,label_list
4c6b0f6d-b4d8-4647-bdd2-a05f9d14c123,"location, campus_facilities"
33fab00b-1ab1-4c46-a9ca-771eacfbb5c9,"career_prospect, academics"
30cbac53-ec43-4384-939a-0dffcb023033,"social_life, career_prospect, campus_facilities"
c9dfb901-dff3-4a12-a25f-136936a719d6,"academics, social_life"
d0c184f2-c640-490d-bb1d-c2d7b18c5a4e,"social_life, academics"
cf405197-1791-4b01-9e07-684a7d5735d5,"campus_facilities, social_life, diversity"
6e66ac54-fd42-450b-b4b8-c00dc855a563,"academics, administration, diversity"
ba6f5198-fdf7-4cc1-8da5-10d943f85bfe,"academics, university_resources"
96556117-0a59-4d62-8f98-789f4cd0029c,"academics, diversity"
284454cb-c31a-4c1a-8490-37e3f9d039d7,"campus_facilities, safety"
a8169525-51fd-45d2-96a9-ef06cc20d8a8,"academics, university_resources"
87f61c88-7655-40e8-8958-db8a28ba83f2,"academics, social_life"
27aef7b9-2c31-4897-b6b2-ad406f205b2a,"social_life, diversity"
d10d6e7a-0f60-4fd7-925a-4539a99e467d,social_life
3e318285-733e-4fc5-b226-4991aaa045d9,"location, social_life"
3a7a52f5-8f74-4372-a74c-8e54f375b7ee,"administration, academics"
08f8e807-27fb-4e59-856c-ece4c89da044,"academics, social_life"
5dea592b-ef58-4c02-a519-6e6112ccd430,"diversity, academics"
81bdcd5d-bf17-4ac9-be1e-36bd76d8972f,"academics, social_life, diversity"
c91b76cf-686c-462c-9efa-ea6783f5bf02,"academics, social_life"
aa422b8e-3818-4277-94df-ff072bb8009e,"campus_facilities, social_life"
d7f6b2c0-1a23-45e5-9778-30f6b48b77ab,diversity
691e7ce2-553d-4486-af0b-f3c562e866a1,"social_life, university_resources"
ae2f1775-0b0b-40ad-a49e-79ba2ced24e1,"academics, professors, career_prospect, social_life, university_resources"
d904be38-2787-4a3b-9c09-e7f9d8b544f8,"diversity, social_life"
27456a0a-d791-4752-9ffa-c0685a7ed6cb,"academics, career_prospect"
23923fa7-1468-49e9-b39c-3cc76b6df47a,"campus_facilities, university_resources"
44245d43-6bf5-40fd-bbb3-279d952842ad,"social_life, academics"
90773ec5-c785-4113-a999-d10b23653f45,"academics, campus_facilities"
1d5e587b-374d-4d39-a1c2-a0114705d255,"campus_facilities, social_life"
f1f5673e-b8d0-496d-82e2-5d3a0e3aeeea,"academics, social_life"
67c698b9-a450-41d0-8e3e-64375f098a93,"campus_facilities, professors"
6750ea4e-50b1-4e70-8d26-d9f57157dc46,"diversity, location"
60305685-7ac5-47b9-a12e-f84c7d868f22,"academics, social_life"
5994d44b-370a-4a98-b78b-c45fa4088c94,"academics, university_resources"
d8a5d458-bb64-4a1f-8cf0-d1e026f3702a,"academics, professors, social_life"
a8f80171-b3b2-4c84-ac42-0b8679041e8c,"academics, career_prospect"
0b03962e-537b-4b37-a671-3ae24a7a288e,"academics, social_life"
2eb864c6-b1ea-40d9-b358-6c3384e7c13b,"safety, social_life, campus_facilities, career_prospect, diversity, university_resources"
ec95224e-80db-4cca-b9e9-76f015a88863,"location, diversity"
14626ca3-70c9-40f7-adfe-1b98fd21ce09,"academics, location"
725d6286-f3a2-4b12-bb82-d33897e2ccf4,administration
637e66ba-8404-4263-ae02-693aa2e5dce2,"academics, safety"
c4889399-5f7c-40a8-a30d-0cda11d77dad,"academics, diversity"
c807b70a-49e1-49eb-9e7c-5af941e4a90d,"academics, campus_facilities"
f8e8fc24-05bf-48a1-94dd-015220d1506d,"career_prospect, diversity"
df336374-a0cb-4b77-b369-34a6134e61f7,"campus_facilities, location"
8bf0b9ff-71ce-4df4-8f37-d2068261da34,"academics, career_prospect"
7a5f80a3-7f7b-4ae4-aa5a-d700d50f9377,university_resources
938ae47b-1584-4a71-898e-3ab361267e4b,"academics, campus_facilities"
3a2579eb-104c-4905-a50b-f74dfb6b2823,"academics, social_life"
2702dd0c-841f-482c-9da0-237728c010a8,"academics, campus_facilities"
bd44f6cb-f192-478f-a5a5-834362733f92,"academics, campus_facilities"
0e42afba-c454-48f3-9579-46235c07991d,"social_life, diversity"
c2c4de9b-5420-4210-ae09-aa7342b83748,"social_life, administration"
1b83b5a4-f9c9-473f-958f-da3217bae4a8,academics
482c787b-d84f-42cc-89de-0fc8f0fcb321,"academics, career_prospect"
d8ae6647-e5d8-4ac3-a353-32db0268537d,"academics, administration"
cfdda99b-1afb-4dd8-aaff-18131fea0cb1,academics
f6999854-a02f-4f4a-8480-b687e6e30214,"academics, safety"
5c0bb0a8-5e31-4c98-8170-584a2ee6d812,"academics, social_life"
c597a0b9-a63a-4445-9b5d-ad932e1fb590,"academics, social_life"
1671db45-54b7-442d-8dfd-ca64c906aa66,"academics, social_life"
52eaaed6-8394-4d5c-9c4b-11270469fe75,academics
423e3493-938b-4317-ba86-91693a6ab7f1,"academics, campus_facilities"
85c6e39b-8dbf-479a-a302-dcd6d48817a4,"social_life, academics"
d70bc9b2-7d92-469b-9b20-6c02d4fe9cad,"social_life, university_resources"
683e0818-9c75-4bd8-856d-b1759fb173a6,"academics, administration"
a7ef8bd6-c0b9-40d7-b274-4612add0261d,"academics, social_life"
82943198-f4a7-4652-8ec3-361a373553d3,"academics, location, social_life"
df6b25f2-d0e1-4886-8acc-4fd140de4656,"academics, campus_facilities"
cc8b652c-9d4d-48f1-9b9e-cc4235bf5ef1,"academics, professors, social_life"
eafbae75-b491-4873-ba35-8837c7e00675,"academics, professors"
3ccd4d53-bb83-454a-a11a-34a57e0a3a6a,social_life
84817d9f-dd8c-4fbc-a995-30a65e7794b9,"academics, university_resources"
f0e0cba1-8e54-43fc-aa87-7f0663c35a1a,"social_life, academics"
26f978c2-b473-4fad-b1d2-9dd954062a8b,"academics, location"
c5026c19-3475-4dbf-948a-e7c926b1a30b,"academics, career_prospect"
ec9015fe-8be5-49ef-9454-f2451a2d768c,academics
9e682810-114e-4c69-88fe-b1efd685138a,"academics, social_life"
61916730-1d85-4137-aaf7-435c02e0abc1,"academics, diversity"
5a5cf65d-1920-46c7-8560-88dec7356f68,"academics, social_life"
82515ced-ee37-4bc7-b923-89517a296496,"academics, campus_facilities"
b90503a8-4769-4923-b66c-1da7610a26c9,"academics, affordability"
a46954ef-720d-4b44-99f4-57b786bca855,"location, academics, campus_facilities"
f3c3fd7d-fcdd-42cc-9e37-ee55471ede80,"academics, career_prospect"
327605dd-5b5e-4e5e-859a-a07b3c608adc,"academics, campus_facilities"
1beb18b4-db15-4d43-89b9-0b2b66038b23,"academics, campus_facilities"
947f8d09-bd9e-451a-8799-cb704c837c8c,"academics, professors, social_life, university_resources"
68cf7353-e270-451b-b877-a31ee66f161d,academics
45df42aa-4f86-4073-9a4c-57c7b6d4ef3c,"academics, location"
2f8de50c-ac6f-4054-949c-0a188269ea0f,"academics, affordability"
f3943b34-430a-4b7d-870e-7cff142b74a4,"academics, diversity"
cb81e19a-a4e9-4540-8928-35a9d89d4b36,"academics, affordability"
c570fdc0-0b08-44ba-9880-8d7236a9aa9e,"academics, social_life"
60700a5a-8bd0-4595-a13c-1a2f03e321b3,"academics, location, social_life, campus_facilities, career_prospect, university_resources"
6eb6a20a-9109-4a93-b2f6-571aad68c501,"campus_facilities, professors, career_prospect"
47b6a060-518b-43bc-9ba2-6bbc3084e8a4,"academics, social_life"
f6027941-1158-462b-810d-0985a438365e,"professors, university_resources"
f681d08c-90ff-4de8-bd32-01d18939c880,academics
04f53887-6a16-450f-b78a-2c3eaa591fa8,academics
deaba6d6-a986-4e4d-afec-37aa9e25679a,"academics, university_resources"
f303b582-3069-402b-93c0-dc5099408a35,"location, safety"
8c6a3198-1364-4f9d-a422-87147d95c449,"professors, administration"
8d3a79dd-8f1b-4ce7-b820-5b035101bf9c,"administration, academics"
01395cac-4dc0-4655-b7f2-90a0e18cdba3,"academics, social_life"
dc7e57ab-ddd8-4ece-9932-fd960276f597,diversity
166e9a55-dd62-441e-bd6b-3cb536952c7c,"academics, social_life"
9c668939-9109-41f9-8747-6cb71b7b5bb1,"academics, professors"
41399e52-0098-43dc-99a4-50b96f24a42d,"academics, administration"
99b04787-0d1c-4979-a315-d839306b8607,"social_life, academics"
aa9f10c1-6a27-45f2-b0d5-f54416053ff8,"professors, career_prospect"
2b23a688-11a6-4b9c-8cd8-14dede70063e,"academics, social_life"
a2f80223-7c14-4df9-b305-217c1c2bb098,"academics, affordability, location"
d779fec8-351f-49ad-b55a-f195bd39fe92,academics
d706bdfb-7329-4a50-a235-d88851d82651,"diversity, social_life"
05adca61-cdf2-48b5-9761-727608d7a0a1,"professors, academics"
9b8d1fae-0089-4571-9fc9-47a1c3df836f,"academics, professors"
15bb1a4e-e409-4901-985b-541689e155be,"location, campus_facilities"
655710dc-249d-4fa9-822a-81e7db76d40c,"academics, professors"
a4b0ece5-ab85-4b6e-b9e4-f3afe97a996a,university_resources
e84cc9cb-b7bc-40f3-b308-c7447da7ecde,"administration, diversity"
51520483-f208-4b21-9984-eab2636c2c5c,"academics, professors, social_life"
3c5b1b5e-30f6-4596-bca4-e33527654aa7,"academics, social_life, diversity"
090915c3-9754-45ce-be8a-a5027734e5cf,academics
5ea6507c-f50a-4979-a580-9e61856cd6bc,"professors, academics"
52395553-731c-4018-b772-9aa39a53dc06,"social_life, diversity"
10cc35d8-c4b7-4dcc-8c07-cbba5c590360,"academics, career_prospect"
7a5450f5-7b39-4055-92c4-cd0081407394,"academics, campus_facilities, professors, diversity"
6215a49f-8f58-4c5b-86bf-6f279efdfb77,"academics, campus_facilities, diversity"
cf102154-b2fd-4f22-b73e-471007b42c20,"social_life, safety"
620e84aa-5699-4137-bcc7-3aa85a9ea7e6,"academics, social_life"
1608b9ea-cc90-4e54-b29f-7afbbba03988,"administration, diversity"
e1ea7b8c-c05f-4f2a-a474-279f60f4b88b,"location, professors, academics, diversity"
4b49dc57-86a1-41d9-9265-50bd36859437,"location, social_life"
4d6382d5-1dab-4df2-a789-fd4251e68447,"academics, location"
4dc478fc-88de-4473-81ef-02a453e4331a,"location, academics"
d6d6a11c-b9c4-4497-bbf6-73e5d63189e8,"academics, professors, administration, social_life"
c33c36fa-4373-4954-91ef-2a3753f7943e,"academics, professors"
1bb43d42-5536-4d34-92a0-e2b26777e50a,"academics, social_life"
ece10ac4-aac0-4872-8490-7529d859098b,"academics, professors"
194887ee-767a-460a-b4f9-4123c6d1542c,"academics, campus_facilities, professors"
817f62d3-063f-48d6-9723-ceea70328d5d,"location, social_life, academics, professors, campus_facilities"
320770e7-9c93-4503-8d46-14ff8b1d6efd,"academics, professors"
a6bf7a9f-7900-40f4-9bc6-827b97de3bf4,"social_life, professors, affordability, diversity"
e6c66625-9cf5-4840-b4ed-9e1a311eebac,"academics, career_prospect, campus_facilities, social_life, professors, diversity"
403fe2de-4d1f-4a32-98a5-56134b2a557a,"academics, location, campus_facilities"
8e5189fc-66f7-42f7-8b3d-4015304c6adf,"academics, administration"
583bbb32-4d97-4a76-aae8-7a5371292b73,"academics, location"
66523375-5b81-4da8-aea8-4da2abac0b63,"academics, professors"
2a999d8f-472e-49d6-a9da-8a91f6f6e1ce,"academics, location"
f754a063-10d8-4467-9147-101e7838dbcb,"academics, university_resources"
358fe43c-dc46-482a-ae23-9a7139f7457a,academics
034b76ee-6c5a-423b-8cc0-b10b3862f1f5,"academics, professors"
88842c1f-a8c1-4a2f-802b-a076ff373169,"academics, professors"
466b1bff-b015-4975-996f-2530bb4233af,"social_life, campus_facilities"
b030db80-e87c-486a-9eae-39f84cff9404,"safety, administration"
54f77b8c-123d-443f-81b0-703bc33f14f6,"professors, administration"
57fe3dc0-831e-4171-a199-aaedbd2f05f2,"academics, diversity"
23396ebc-cee7-4e33-83d3-f073b2e97e35,"academics, administration, professors"
5875941e-4139-4232-912d-10af2fc3f2c1,"academics, administration"
f32c3fe3-ca1b-4519-97d8-591e495e6729,safety
83201e17-4673-4f31-9163-04430ffe4ca8,"diversity, social_life"
3bc8935a-385e-49b2-864d-d00784f98256,"academics, administration"
a8196cc1-f61e-4439-9217-18549a8eda81,"social_life, diversity"
3a6af280-9920-4771-a311-05245cad79ba,"academics, affordability"
18bf6e1a-fde2-4649-8f1f-b9d138a12525,"social_life, academics"
3d77e307-787b-4e19-a4ed-9b29736cce0a,"academics, affordability"
764f38ce-3972-40c3-a483-194cea3d57e3,"academics, diversity"
ed783964-9be0-4013-856d-8f556b81297c,"diversity, academics"
d2c00235-4e14-48d8-ad00-9b27c6842352,"academics, career_prospect"
8bbad486-c546-4f64-a7d8-d045ea7fc481,"academics, social_life"
73e990bc-833b-4d99-91e7-d138c4d0c4c3,"academics, administration"
126f2281-9b96-44ec-b42e-d6ea99a601ef,"academics, social_life"
dda9e80a-0dec-4095-a2c4-aa97d948539d,"academics, diversity"
416ccebb-19a3-496f-b33a-d0778f4b96f7,"social_life, diversity"
390195df-a287-46e7-9b99-007f8a052c41,"academics, professors"
9a1a3e0e-de26-4695-b008-67ff3b64812a,"academics, diversity"
760752e1-4120-4ca9-b0a2-6508c7ea99b2,"diversity, campus_facilities"
d4af9339-5977-43a1-af93-e67f20000c9a,"social_life, diversity"
8b0dda95-7939-4d93-85f0-d4c4f14cc48b,"diversity, administration"
3e3e7a79-a360-4f08-b5fd-1586b8b251db,"academics, social_life"
9b23d6b3-fb8e-439f-b490-9c4afdcd2e0c,"academics, social_life"
32896a3d-2c62-4502-ac21-634ba1c5c755,"academics, social_life"
f8626b5d-b319-4228-85f3-896131b75871,"academics, professors, social_life, campus_facilities"
661c1645-e244-4d58-a78d-e150204cf332,academics
b69c43c2-8745-4865-99fa-32f46835e7ae,"academics, social_life"
c6552b56-5a1b-4823-a43d-1a5043c6c1f3,"academics, campus_facilities"
a0b0f656-73ab-43a6-a9ef-1dfe48a0d59e,"academics, professors"
fbc31f2f-05a0-4f5f-8678-9c3d5d7d623e,"academics, social_life"
e9bf5903-081e-474d-ab02-707ad4989d28,"academics, campus_facilities"
0faa61f0-d9c8-4b33-b2d4-3be83516f33f,"diversity, university_resources"
2c06c245-8d21-46a9-b946-273eb53b0573,"academics, diversity"
63b29753-52f8-4ebb-841f-50778f51e31d,"professors, social_life"
aa6d57bd-b93b-44ae-890f-f0cc6fb2ae79,"academics, location, social_life, professors"
fb735285-ce87-40c4-8bdb-4aaf440a81f1,"academics, professors, campus_facilities"
c20b1805-3ea6-424e-87d3-af1ea941067c,"diversity, academics"
1e7d149e-7d41-4d59-b566-6ff638072284,"academics, professors"
5d35bf76-333f-4dbd-9d16-69dac8fe5246,"academics, campus_facilities"
b489e0b8-260b-4f10-bd5e-04886c982eb8,"academics, social_life"
c93e747d-cfed-4164-8c3b-e993abdaf7df,"academics, administration"
96e63bf7-e88b-47ae-bc42-3b608dcf4b05,"academics, social_life"
24893f8e-ce24-4d39-a4d2-5ab77cdf631c,"academics, university_resources"
edb94080-0331-4c92-a73c-d5e795433f3f,"academics, professors"
d53b4b6e-1602-4955-9691-5a179548f96c,"academics, social_life"
6d5699aa-fd40-4200-b3cb-57259767f1e6,"career_prospect, social_life"
f5303c68-7b2d-45c0-aa99-2c74b1da1880,"academics, affordability"
6c9dfaec-61b7-4949-b82a-57bf99054f56,"academics, social_life"
3ec78130-2779-4f0d-84d1-b0e1c881db54,"academics, social_life"
8efa4291-3593-4dbd-99cf-80129e0d174b,"academics, social_life"
e2adf539-4d6c-4fb5-9f32-a64f30fbe6c7,"academics, campus_facilities"
20bd8489-d772-48e7-8ad2-f8b498f1200e,administration
b4bea09d-c03c-46dc-8965-d42084f9efe5,"academics, social_life"
a349ede0-3045-48e8-9179-285a62f33f8e,"social_life, career_prospect"
65faff33-a279-4eb2-ad4d-ca3401825359,"academics, campus_facilities"
f022bfaa-cc43-48d8-ba47-814176bb8051,"academics, social_life"
57988893-e05e-464f-9b92-21acf5e21104,"academics, diversity"
b9be5dc6-a90e-4b98-9f05-4187c0253649,"diversity, social_life"
d18d2932-e34c-4c65-958e-5080798cd00d,"social_life, safety"
38bc1e30-269d-4c80-a2af-e201d566e688,"campus_facilities, administration"
a95743dd-150a-4860-9329-f910a43a1ec0,"academics, social_life"
bd0deb7d-69bf-469b-9820-2489e42771f3,"diversity, professors, career_prospect"
1d76d5dc-d0bf-4e03-a6a3-447c9905321a,"professors, social_life"
10f878e0-db8f-468f-b720-07fabf869ec8,"social_life, professors, campus_facilities, academics"
f588ba49-f1f0-4ceb-be59-11e007854e66,"social_life, academics"
a487a946-bdcc-46f9-b14c-19b750668d91,"academics, campus_facilities, professors, social_life, location, safety"
d9ed9281-9e73-43e6-8a9c-27e7df5f8675,"diversity, social_life"
6cac7066-f061-4e7c-8f25-9137fdd8322a,"academics, diversity"
7e58c36a-f24f-4e20-84c3-6f42d9d3e46a,"social_life, campus_facilities"
b6cf04fb-7081-4111-ad95-05114eee2a93,"academics, career_prospect"
0f17d541-e2d2-4ad7-9254-f2a75f42886a,"professors, campus_facilities, academics"
c4f52efa-d5a2-4ea2-a99b-980df40dc29c,"academics, diversity"
a9156178-7f70-4cbd-9d33-2fe1d55f02bd,"social_life, professors"
74348b7e-28fc-4f95-9c3d-994faeea7c9c,"academics, diversity"
375f6b6b-4450-4bc8-a348-1e253ae89150,"professors, social_life, administration, academics, career_prospect, university_resources"
f64b9683-caa2-451d-98c1-fef4aecb1107,"academics, career_prospect"
8c28d4f1-3268-495a-8752-d5aba6ff97f2,"academics, professors"
ab8096fb-295f-49fe-8dbe-4a7551ac13c8,"academics, social_life"
83dde229-5db7-4d48-9cca-96013154433f,"academics, professors"
8f301847-c783-497b-acaa-001b1bf43238,"academics, social_life"
800fc54d-6651-4d89-983f-6ccf2f8d4226,"academics, professors, university_resources"
b3078603-f8e5-456c-93e7-a7f562b878fb,"academics, social_life"
8adead83-9c7a-4699-a028-0f40ad2968b2,"academics, professors, campus_facilities, diversity"
5c854d9f-5e49-470e-afd6-2dd2713dbb32,"academics, social_life"
ff0bbb99-9270-40d9-8724-a8181f2d0c98,"academics, social_life"
2b274621-0444-41a5-a684-963be594b8b1,"academics, location, social_life, professors, safety, diversity"
187c1a04-e315-4e83-a894-4709ef5714e2,"professors, administration"
f278bf11-e1fb-41db-9163-b26b01d4d88f,"academics, professors, campus_facilities, career_prospect, university_resources"
d9816b99-ddab-490d-947c-86f646501228,"academics, professors"
4d55348b-859d-4c82-a548-89b52cb0ea5d,"academics, social_life"
06433372-247e-4b76-87df-8b29df2b17ca,"academics, social_life"
0c09c5e4-94db-4491-bd93-8354f112d119,"academics, professors, campus_facilities, university_resources"
3ad6536c-a066-4b34-8a57-cca25a5f42a6,"social_life, academics"
c287b5ac-dd10-4040-a32e-5467c8a43d66,"social_life, safety, university_resources"
90a04b6f-699f-4f45-adbb-7bc5c3c1b086,"academics, university_resources"
68e2f119-f7f1-4975-af89-52ab5ab5b03e,"diversity, campus_facilities"
9644b599-82d9-45f7-ba91-e2faf0817e12,"academics, campus_facilities"
cfa95597-03a2-4b56-8904-8d65d451124b,"academics, professors"
fc09787d-195b-4f8e-afdb-b304b3d1eec1,"academics, campus_facilities"
7487e69e-1f80-42b6-a028-b8b7b68b5493,"academics, professors"
9f1e501f-27d8-4983-b394-f0168ed556c9,"safety, administration"
5412396a-b404-40e1-9c89-988f007346b0,"academics, social_life"
7e635af9-4d0e-4d6f-8161-2f9d5dad10af,"diversity, administration"
f015b8a3-4b79-474d-968c-6b18561400fa,safety
36584401-182a-404e-bcc8-70dd2cc33759,"professors, academics, location"
e3f1e995-6e5f-4f65-99d5-669c1c539c7d,"academics, social_life"
d342786b-f0ae-4e4b-9061-4355250e1739,"diversity, academics, social_life, professors, location, campus_facilities, affordability"
11d5b10f-5555-449d-89d3-d31d1b938bd4,"academics, social_life, professors"
dad53d14-fcce-4a42-a5a8-8ec6b242e803,"academics, affordability"
014ec919-4174-4bf0-af25-14d3c1ccf45f,"academics, social_life"
fcca60f0-2c98-42ca-8be0-96ec325deee5,"academics, social_life"
2cd474cf-2338-46c2-829b-5119512c1325,"academics, affordability"
1fe4d42b-3141-4bf0-830b-fe17859d27fb,academics
ec710655-63cc-4d6e-bf13-2fa5b065777e,"academics, social_life"
a597acb9-e9c5-47d4-bcf9-f0434610c41e,"academics, location, social_life"
d528a93b-ebc0-48ed-b09e-3521daf91e98,"location, academics"
3bf93ef3-ff1f-404a-8ece-5b8f29db05dc,"academics, professors, administration"
b98a3292-2092-4fd4-8a92-59e06f2942ff,"academics, social_life"
819fa508-ad58-42dd-aae4-adc3aab7a466,"academics, campus_facilities"
13e1dc85-dd77-4ff9-a70c-55ea7db592d9,"social_life, affordability, campus_facilities"
12815ee4-98eb-4471-9d59-c1727af702d2,"social_life, professors"
ae02adc3-85f5-4f90-b6a9-d419934849d8,"social_life, academics, professors"
3e8764b6-ec97-437e-8c7c-3b5c6045e2ce,professors
2257d358-b19c-4e9e-afdb-33e5e0a78d70,"social_life, diversity"
8691c7ef-a50a-4a60-9ca7-f1160ad17c28,"academics, social_life"
60e253bc-bef1-437a-9421-c65c65108545,"academics, professors"
6379efe0-609f-4d71-8729-5e530db2e33b,"academics, social_life"
c74f9b0e-4078-4755-a895-7b1812bbdcee,"academics, professors"
375dcb06-63ea-47c0-8913-4c3c7d6367cf,"academics, professors"
92749f58-24f7-423a-bb14-5ab7c9b587e6,"academics, social_life"
63d7a9d9-0ccb-4e52-90b9-6718021d1338,"academics, social_life"
8d496471-a9d9-4cf4-9fdf-e7a681fd438d,"academics, social_life"
e613eb6c-9f1d-4c91-b56c-eb559ff9e179,"academics, university_resources"
421bd287-823c-4541-8b25-992b83456206,"academics, social_life"
ac4dc8e9-41cc-41e5-a03a-49391944ab04,academics
e42e50eb-57ab-44d9-88b9-a6b7acbbc76d,"academics, professors"
5d64c830-3f14-4207-a58d-1f1a5f8f668d,"academics, social_life"
bbfe499a-e538-4f2f-85fb-211272088d8d,"academics, affordability"
bee65036-09ce-44db-a0f1-1e691766ecb2,"academics, social_life"
65d45325-85dc-4787-a6a6-16fa70e8aed9,"location, academics"
cf998dbe-86cd-45dd-8b2a-0be9c7465adf,"academics, diversity"
77a7edb4-bfe5-4d54-985f-a2bb7dd160fb,"professors, academics, social_life, career_prospect, administration, university_resources"
57855652-903d-4fe8-b1ad-2aac9bf7836a,"administration, affordability"
67a3e3ef-e2b9-4193-bc0f-a02e31bb3ff2,"social_life, campus_facilities"
c784d855-e309-4ac0-83b7-2095a1fcf250,"social_life, professors"
04cc1e07-bbda-43f0-900c-0439db983012,"academics, administration"
9810bae2-59ff-4ed0-a59e-f7858b6f7a9a,"academics, campus_facilities"
70e0167d-6655-416c-aba0-d6353005d1ac,"academics, social_life"
3647f9c7-7478-436d-8cdb-6da5a1ab5f15,"social_life, safety, location, campus_facilities"
3a6f4732-77d9-4112-a7aa-7cf8b7d8d9a6,"academics, diversity"
e0f36c6c-1ecb-4acd-b061-09c7352435fe,"academics, affordability"
53890565-d655-403f-9e00-3a3b7443d6b2,"academics, professors"
31cfcce5-d4b1-48f7-a992-4df000fa6ec8,"academics, location"
e79c0565-3ac3-4a0b-acf7-005f8cb2bca0,"academics, social_life"
05167dbc-cb7e-43e5-8538-673ab019bab1,"professors, social_life, administration, campus_facilities"
3153bfa5-8599-4508-af91-411c7a5bf9ea,"location, campus_facilities"
f4fa2e62-07bc-4c33-94d8-03d5c7e72560,"academics, campus_facilities, location"
a9f16e70-3674-4974-9588-90b19ba0a672,"professors, academics"
304c64a1-a9c9-47ba-b7a6-dd7a871ebd26,"campus_facilities, social_life, diversity"
51af432d-7fa2-4edb-9810-e3da6abe7601,"academics, professors"
5f76738f-aab7-4c8f-b1ca-acdb77d45109,"academics, social_life"
c8cb9cf9-df79-4f70-b92f-9fef9ffac007,"academics, campus_facilities"
d0a48b90-d42f-4e12-9a8e-00ebfedb1e40,"academics, social_life"
08977c80-5bc2-4685-8c8e-b676a3d31563,"academics, social_life"
b6adf7db-66bc-4898-b151-b14a76ce842d,"academics, campus_facilities"
66b4edb1-4d97-4ff9-84ae-61a1d0982b49,"location, campus_facilities"
627096bc-ae05-4463-9b4e-a8abfbce302e,"academics, professors"
73365b1d-5516-4ef1-92f7-b46101c74434,"academics, professors"
de0c07eb-4cfe-44db-aa40-8587cc6bac4d,"social_life, campus_facilities"
415bf90b-81ce-4254-a475-01ff3315e1a5,"academics, professors"
8935df4f-d811-4fb0-9074-ee9da077e836,"academics, campus_facilities, social_life, diversity"
0d9c2746-dbe3-4533-a83a-3c35c3473976,"academics, professors, career_prospect"
aba2c723-496d-481e-bba8-4635afa6d801,"academics, diversity"
679e4bcb-473d-468e-a2f7-afcad958e91c,"academics, professors"
a22abb78-0419-4623-a6b5-bd95d4426cdf,"academics, social_life"
afc714f8-4c15-4951-87a9-acbc08d98ec1,"academics, diversity"
059e9468-1414-44ac-b181-a786aedb2332,"academics, social_life"
fbaba3bf-9880-465a-9c8f-a3837b7b5ee2,"academics, social_life"
4de638d1-ef06-436f-9177-12ba94adc967,"academics, professors"
288887e8-acaa-4933-83b1-debc1907e480,"diversity, university_resources"
cc607acb-8a91-4fc0-b4ff-89469f385364,"professors, academics"
20f3b81e-3f8b-4c7b-a03f-9562ce690031,"social_life, diversity"
46699a44-e913-4261-9353-764ea0ae6927,"academics, diversity"
1ced6e94-22e0-43f3-b5ec-523cf70b1532,"academics, social_life"
fba70d7a-0c70-4394-a082-b7cbd12e08d9,"academics, social_life"
4435d684-83c6-48a7-bcac-b49fdae21968,"social_life, academics"
d8d99ba8-a3c4-43bc-9aaf-f99ab3905afd,"academics, university_resources"
708b7be1-7d88-4482-b204-046b2337aee9,"academics, social_life"
b9674122-2f9e-47ee-adaf-08672c664966,"campus_facilities, social_life"
2ebb48ff-186f-4728-861c-b73796c82c2d,"academics, social_life"
e845c790-f551-4538-a74b-cc6ca0c24078,"academics, university_resources"
c6eb6a25-22d5-4c8c-82a9-46470996359f,"social_life, location"
c69966bd-ce32-4baf-8aaa-82542bdee812,"academics, social_life"
5a94ffb4-b4ea-495b-a46a-31f3741de0d3,"academics, diversity, university_resources"
bba5ed2b-2800-4bbb-bbb4-730a32506a3e,"academics, campus_facilities"
b299bce7-2cc6-4689-bbb5-b3ee55617d59,"academics, professors"
e9db1fd1-efd6-4e09-a41e-57b0dd437408,"academics, location, campus_facilities, safety"
dc4da049-edc1-4cde-bb5f-1b5da6f9a19f,"academics, social_life"
26d83d68-63ed-4b38-ae2f-58f65d83ca86,"academics, professors, campus_facilities"
0af97df5-832e-4bc8-82e6-774fdf37d244,"academics, professors, social_life"
917fbb5a-d6e6-426b-98e1-e803134d213c,"academics, career_prospect"
90a05076-c248-44bd-8fe0-f751851f3410,"academics, professors"
c6b624f5-267f-4c74-b2e3-de00ed58fc09,"academics, social_life"
dfd1c577-f76f-43ba-a1d1-b414ec9f8e81,"academics, professors, social_life"
2b65077f-ca56-4e57-9ac5-fa06c0872438,"academics, professors"
e3da0a74-05ad-4408-b0bf-ffb1230119da,"academics, campus_facilities"
c5ae8e53-0184-4c8a-ba3e-f9f22775e27d,"academics, campus_facilities"
d1a36c8b-9ab5-4752-a67d-2fff8ecab4a5,"academics, diversity"
0d04664a-2717-45a3-a73a-48f403c2062f,"academics, social_life"
8ac3e316-de29-46d0-8815-5160608c6831,"academics, university_resources"
ca4d0c12-5d8f-43a7-a29b-66ef26340a75,"academics, professors"
468a078d-c075-4eae-881e-30718165330a,"academics, professors, social_life"
d85c0937-6857-4b7b-bb32-39afc0a0f355,"campus_facilities, professors, social_life"
118ad5dd-5f31-4ae0-bf80-7e0956001fe1,administration
b2bc28bd-20fe-4839-8ecb-5795d738f6f4,"academics, diversity"
f4118f37-ebff-4662-8eb7-fa627409155b,"academics, campus_facilities"
99239b5e-47cf-4443-8ce5-19953ad8a21e,"social_life, academics"
f093e1be-0b8d-406d-8fec-df482c28d934,"diversity, professors"
